row_id,date,student_ref,class_ref,assignment,category,percent,iep_goal_key,iep_goal_id
GB-00312,2026-09-30,RIV-1003,HIS-101,HIS Assessment 4,assessment,95,,
GB-00313,2026-09-30,RIV-1004,HIS-101,HIS Assessment 4,assessment,87,,
GB-00314,2026-09-30,RIV-1005,HIS-101,HIS Assessment 4,assessment,79,,
GB-00315,2026-09-30,RIV-1007,HIS-101,HIS Assessment 4,assessment,90,,
GB-00316,2026-09-30,RIV-1008,HIS-101,HIS Assessment 4,assessment,75,,
GB-00317,2026-09-30,RIV-1009,HIS-101,HIS Assessment 4,assessment,85,,
GB-00318,2026-09-30,RIV-1010,HIS-101,HIS Assessment 4,assessment,72,,
GB-00319,2026-09-30,RIV-1011,HIS-101,HIS Assessment 4,assessment,71,,
GB-00320,2026-09-30,RIV-1012,HIS-101,HIS Assessment 4,assessment,75,,
GB-00321,2026-10-14,RIV-1001,HIS-101,HIS Assessment 5,assessment,81,,
GB-00322,2026-10-14,RIV-1002,HIS-101,HIS Assessment 5,assessment,89,,
GB-00323,2026-10-14,RIV-1003,HIS-101,HIS Assessment 5,assessment,93,,
GB-00324,2026-10-14,RIV-1004,HIS-101,HIS Assessment 5,assessment,85,,
GB-00325,2026-10-14,RIV-1005,HIS-101,HIS Assessment 5,assessment,79,,
GB-00326,2026-10-14,RIV-1006,HIS-101,HIS Assessment 5,assessment,92,,
GB-00327,2026-10-14,RIV-1007,HIS-101,HIS Assessment 5,assessment,80,,
GB-00328,2026-10-14,RIV-1008,HIS-101,HIS Assessment 5,assessment,84,,
GB-00329,2026-10-14,RIV-1009,HIS-101,HIS Assessment 5,assessment,81,,
GB-00330,2026-10-14,RIV-1010,HIS-101,HIS Assessment 5,assessment,73,,
GB-00331,2026-10-14,RIV-1011,HIS-101,HIS Assessment 5,assessment,80,,
GB-00332,2026-10-14,RIV-1012,HIS-101,HIS Assessment 5,assessment,83,,
GB-00333,2026-10-28,RIV-1001,HIS-101,HIS Assessment 6,assessment,74,,
GB-00334,2026-10-28,RIV-1002,HIS-101,HIS Assessment 6,assessment,92,,
GB-00335,2026-10-28,RIV-1003,HIS-101,HIS Assessment 6,assessment,91,,
GB-00336,2026-10-28,RIV-1004,HIS-101,HIS Assessment 6,assessment,90,,
GB-00337,2026-10-28,RIV-1005,HIS-101,HIS Assessment 6,assessment,79,,
GB-00338,2026-10-28,RIV-1006,HIS-101,HIS Assessment 6,assessment,87,,
GB-00339,2026-10-28,RIV-1007,HIS-101,HIS Assessment 6,assessment,89,,
GB-00340,2026-10-28,RIV-1008,HIS-101,HIS Assessment 6,assessment,76,,
GB-00341,2026-10-28,RIV-1009,HIS-101,HIS Assessment 6,assessment,79,,
GB-00342,2026-10-28,RIV-1010,HIS-101,HIS Assessment 6,assessment,76,,
GB-00343,2026-10-28,RIV-1011,HIS-101,HIS Assessment 6,assessment,77,,
GB-00344,2026-10-28,RIV-1012,HIS-101,HIS Assessment 6,assessment,81,,
GB-00345,2026-11-18,RIV-1001,HIS-101,HIS Assessment 7,assessment,73,,
GB-00346,2026-11-18,RIV-1002,HIS-101,HIS Assessment 7,assessment,90,,
GB-00347,2026-11-18,RIV-1003,HIS-101,HIS Assessment 7,assessment,93,,
GB-00348,2026-11-18,RIV-1004,HIS-101,HIS Assessment 7,assessment,87,,
GB-00349,2026-11-18,RIV-1005,HIS-101,HIS Assessment 7,assessment,84,,
GB-00350,2026-11-18,RIV-1006,HIS-101,HIS Assessment 7,assessment,89,,
GB-00351,2026-11-18,RIV-1007,HIS-101,HIS Assessment 7,assessment,84,,
GB-00352,2026-11-18,RIV-1008,HIS-101,HIS Assessment 7,assessment,77,,
GB-00353,2026-11-18,RIV-1009,HIS-101,HIS Assessment 7,assessment,76,,
GB-00354,2026-11-18,RIV-1010,HIS-101,HIS Assessment 7,assessment,82,,
GB-00355,2026-11-18,RIV-1011,HIS-101,HIS Assessment 7,assessment,75,,
GB-00356,2026-11-18,RIV-1012,HIS-101,HIS Assessment 7,assessment,87,,
GB-00357,2026-12-09,RIV-1001,HIS-101,HIS Assessment 8,assessment,74,,
GB-00358,2026-12-09,RIV-1002,HIS-101,HIS Assessment 8,assessment,78,,
GB-00359,2026-12-09,RIV-1003,HIS-101,HIS Assessment 8,assessment,83,,
GB-00360,2026-12-09,RIV-1004,HIS-101,HIS Assessment 8,assessment,89,,
GB-00361,2026-12-09,RIV-1005,HIS-101,HIS Assessment 8,assessment,81,,
GB-00362,2026-12-09,RIV-1006,HIS-101,HIS Assessment 8,assessment,82,,
GB-00363,2026-12-09,RIV-1007,HIS-101,HIS Assessment 8,assessment,78,,
GB-00364,2026-12-09,RIV-1008,HIS-101,HIS Assessment 8,assessment,81,,
GB-00365,2026-12-09,RIV-1009,HIS-101,HIS Assessment 8,assessment,81,,
GB-00366,2026-12-09,RIV-1010,HIS-101,HIS Assessment 8,assessment,82,,
GB-00367,2026-12-09,RIV-1011,HIS-101,HIS Assessment 8,assessment,81,,
GB-00368,2026-12-09,RIV-1012,HIS-101,HIS Assessment 8,assessment,88,,
