row_id,date,student_ref,class_ref,assignment,category,percent,iep_goal_key,iep_goal_id
GB-00114,2026-09-02,RIV-1012,MTH-101,MTH Assessment 2,assessment,73,,
GB-00115,2026-09-16,RIV-1001,MTH-101,MTH Assessment 3,assessment,86,,
GB-00116,2026-09-16,RIV-1002,MTH-101,MTH Assessment 3,assessment,86,,
GB-00117,2026-09-16,RIV-1003,MTH-101,MTH Assessment 3,assessment,88,,
GB-00118,2026-09-16,RIV-1004,MTH-101,MTH Assessment 3,assessment,90,,
GB-00119,2026-09-16,RIV-1005,MTH-101,MTH Assessment 3,assessment,81,,
GB-00120,2026-09-16,RIV-1007,MTH-101,MTH Assessment 3,assessment,76,,
GB-00121,2026-09-16,RIV-1008,MTH-101,MTH Assessment 3,assessment,76,,
GB-00122,2026-09-16,RIV-1009,MTH-101,MTH Assessment 3,assessment,88,,
GB-00123,2026-09-16,RIV-1010,MTH-101,MTH Assessment 3,assessment,74,,
GB-00124,2026-09-16,RIV-1011,MTH-101,MTH Assessment 3,assessment,74,,
GB-00125,2026-09-16,RIV-1012,MTH-101,MTH Assessment 3,assessment,88,,
GB-00126,2026-09-30,RIV-1001,MTH-101,MTH Assessment 4,assessment,73,,
GB-00127,2026-09-30,RIV-1002,MTH-101,MTH Assessment 4,assessment,93,,
GB-00128,2026-09-30,RIV-1003,MTH-101,MTH Assessment 4,assessment,91,,
GB-00129,2026-09-30,RIV-1004,MTH-101,MTH Assessment 4,assessment,93,,
GB-00130,2026-09-30,RIV-1005,MTH-101,MTH Assessment 4,assessment,86,,
GB-00131,2026-09-30,RIV-1007,MTH-101,MTH Assessment 4,assessment,80,,
GB-00132,2026-09-30,RIV-1008,MTH-101,MTH Assessment 4,assessment,77,,
GB-00133,2026-09-30,RIV-1009,MTH-101,MTH Assessment 4,assessment,77,,
GB-00134,2026-09-30,RIV-1010,MTH-101,MTH Assessment 4,assessment,78,,
GB-00135,2026-09-30,RIV-1011,MTH-101,MTH Assessment 4,assessment,68,,
GB-00136,2026-09-30,RIV-1012,MTH-101,MTH Assessment 4,assessment,88,,
GB-00137,2026-10-14,RIV-1001,MTH-101,MTH Assessment 5,assessment,87,,
GB-00138,2026-10-14,RIV-1002,MTH-101,MTH Assessment 5,assessment,84,,
GB-00139,2026-10-14,RIV-1003,MTH-101,MTH Assessment 5,assessment,83,,
GB-00140,2026-10-14,RIV-1004,MTH-101,MTH Assessment 5,assessment,87,,
GB-00141,2026-10-14,RIV-1005,MTH-101,MTH Assessment 5,assessment,85,,
GB-00142,2026-10-14,RIV-1006,MTH-101,MTH Assessment 5,assessment,93,g1-computation,65d0f415-7e7b-5dfe-b9c8-88822b61b162
GB-00143,2026-10-14,RIV-1007,MTH-101,MTH Assessment 5,assessment,76,,
GB-00144,2026-10-14,RIV-1008,MTH-101,MTH Assessment 5,assessment,82,,
GB-00145,2026-10-14,RIV-1009,MTH-101,MTH Assessment 5,assessment,81,,
GB-00146,2026-10-14,RIV-1010,MTH-101,MTH Assessment 5,assessment,78,,
GB-00147,2026-10-14,RIV-1011,MTH-101,MTH Assessment 5,assessment,76,,
GB-00148,2026-10-14,RIV-1012,MTH-101,MTH Assessment 5,assessment,81,,
GB-00149,2026-10-28,RIV-1001,MTH-101,MTH Assessment 6,assessment,86,,
GB-00150,2026-10-28,RIV-1002,MTH-101,MTH Assessment 6,assessment,84,,
GB-00151,2026-10-28,RIV-1003,MTH-101,MTH Assessment 6,assessment,85,,
GB-00152,2026-10-28,RIV-1004,MTH-101,MTH Assessment 6,assessment,89,,
GB-00153,2026-10-28,RIV-1005,MTH-101,MTH Assessment 6,assessment,85,,
GB-00154,2026-10-28,RIV-1006,MTH-101,MTH Assessment 6,assessment,89,g1-computation,65d0f415-7e7b-5dfe-b9c8-88822b61b162
GB-00155,2026-10-28,RIV-1007,MTH-101,MTH Assessment 6,assessment,83,,
GB-00156,2026-10-28,RIV-1008,MTH-101,MTH Assessment 6,assessment,82,,
GB-00157,2026-10-28,RIV-1009,MTH-101,MTH Assessment 6,assessment,82,,
GB-00158,2026-10-28,RIV-1010,MTH-101,MTH Assessment 6,assessment,78,,
GB-00159,2026-10-28,RIV-1011,MTH-101,MTH Assessment 6,assessment,82,,
GB-00160,2026-10-28,RIV-1012,MTH-101,MTH Assessment 6,assessment,83,,
GB-00161,2026-11-18,RIV-1001,MTH-101,MTH Assessment 7,assessment,88,,
GB-00162,2026-11-18,RIV-1002,MTH-101,MTH Assessment 7,assessment,93,,
GB-00163,2026-11-18,RIV-1003,MTH-101,MTH Assessment 7,assessment,93,,
GB-00164,2026-11-18,RIV-1004,MTH-101,MTH Assessment 7,assessment,95,,
GB-00165,2026-11-18,RIV-1005,MTH-101,MTH Assessment 7,assessment,81,,
GB-00166,2026-11-18,RIV-1006,MTH-101,MTH Assessment 7,assessment,86,g1-computation,65d0f415-7e7b-5dfe-b9c8-88822b61b162
GB-00167,2026-11-18,RIV-1007,MTH-101,MTH Assessment 7,assessment,90,,
GB-00168,2026-11-18,RIV-1008,MTH-101,MTH Assessment 7,assessment,81,,
GB-00169,2026-11-18,RIV-1009,MTH-101,MTH Assessment 7,assessment,81,,
GB-00170,2026-11-18,RIV-1010,MTH-101,MTH Assessment 7,assessment,75,,
GB-00171,2026-11-18,RIV-1011,MTH-101,MTH Assessment 7,assessment,83,,
GB-00172,2026-11-18,RIV-1012,MTH-101,MTH Assessment 7,assessment,87,,
GB-00173,2026-12-09,RIV-1001,MTH-101,MTH Assessment 8,assessment,78,,
GB-00174,2026-12-09,RIV-1002,MTH-101,MTH Assessment 8,assessment,79,,
GB-00175,2026-12-09,RIV-1003,MTH-101,MTH Assessment 8,assessment,88,,
GB-00176,2026-12-09,RIV-1004,MTH-101,MTH Assessment 8,assessment,83,,
GB-00177,2026-12-09,RIV-1005,MTH-101,MTH Assessment 8,assessment,71,,
GB-00178,2026-12-09,RIV-1006,MTH-101,MTH Assessment 8,assessment,91,g1-computation,65d0f415-7e7b-5dfe-b9c8-88822b61b162
GB-00179,2026-12-09,RIV-1007,MTH-101,MTH Assessment 8,assessment,90,,
GB-00180,2026-12-09,RIV-1008,MTH-101,MTH Assessment 8,assessment,83,,
GB-00181,2026-12-09,RIV-1009,MTH-101,MTH Assessment 8,assessment,88,,
GB-00182,2026-12-09,RIV-1010,MTH-101,MTH Assessment 8,assessment,80,,
GB-00183,2026-12-09,RIV-1011,MTH-101,MTH Assessment 8,assessment,73,,
GB-00184,2026-12-09,RIV-1012,MTH-101,MTH Assessment 8,assessment,74,,
GB-90002,2026-10-14,RIV-1010,MTH-101,Math Assessment 4,test,not_a_number,,
