row_id,date,student_ref,class_ref,assignment,category,percent,iep_goal_key,iep_goal_id
GB-00515,2026-10-14,RIV-1011,ART-101,ART Assessment 5,assessment,83,,
GB-00516,2026-10-14,RIV-1012,ART-101,ART Assessment 5,assessment,78,,
GB-00517,2026-10-28,RIV-1001,ART-101,ART Assessment 6,assessment,77,,
GB-00518,2026-10-28,RIV-1002,ART-101,ART Assessment 6,assessment,78,,
GB-00519,2026-10-28,RIV-1003,ART-101,ART Assessment 6,assessment,91,,
GB-00520,2026-10-28,RIV-1004,ART-101,ART Assessment 6,assessment,79,,
GB-00521,2026-10-28,RIV-1005,ART-101,ART Assessment 6,assessment,71,,
GB-00522,2026-10-28,RIV-1006,ART-101,ART Assessment 6,assessment,79,,
GB-00523,2026-10-28,RIV-1007,ART-101,ART Assessment 6,assessment,79,,
GB-00524,2026-10-28,RIV-1008,ART-101,ART Assessment 6,assessment,70,,
GB-00525,2026-10-28,RIV-1009,ART-101,ART Assessment 6,assessment,78,,
GB-00526,2026-10-28,RIV-1010,ART-101,ART Assessment 6,assessment,72,,
GB-00527,2026-10-28,RIV-1011,ART-101,ART Assessment 6,assessment,75,,
GB-00528,2026-10-28,RIV-1012,ART-101,ART Assessment 6,assessment,89,,
GB-00529,2026-11-18,RIV-1001,ART-101,ART Assessment 7,assessment,76,,
GB-00530,2026-11-18,RIV-1002,ART-101,ART Assessment 7,assessment,89,,
GB-00531,2026-11-18,RIV-1003,ART-101,ART Assessment 7,assessment,95,,
GB-00532,2026-11-18,RIV-1004,ART-101,ART Assessment 7,assessment,94,,
GB-00533,2026-11-18,RIV-1005,ART-101,ART Assessment 7,assessment,72,,
GB-00534,2026-11-18,RIV-1006,ART-101,ART Assessment 7,assessment,94,,
GB-00535,2026-11-18,RIV-1007,ART-101,ART Assessment 7,assessment,89,,
GB-00536,2026-11-18,RIV-1008,ART-101,ART Assessment 7,assessment,77,,
GB-00537,2026-11-18,RIV-1009,ART-101,ART Assessment 7,assessment,89,,
GB-00538,2026-11-18,RIV-1010,ART-101,ART Assessment 7,assessment,86,,
GB-00539,2026-11-18,RIV-1011,ART-101,ART Assessment 7,assessment,80,,
GB-00540,2026-11-18,RIV-1012,ART-101,ART Assessment 7,assessment,79,,
GB-00541,2026-12-09,RIV-1001,ART-101,ART Assessment 8,assessment,82,,
GB-00542,2026-12-09,RIV-1002,ART-101,ART Assessment 8,assessment,87,,
GB-00543,2026-12-09,RIV-1003,ART-101,ART Assessment 8,assessment,94,,
GB-00544,2026-12-09,RIV-1004,ART-101,ART Assessment 8,assessment,82,,
GB-00545,2026-12-09,RIV-1005,ART-101,ART Assessment 8,assessment,86,,
GB-00546,2026-12-09,RIV-1006,ART-101,ART Assessment 8,assessment,89,,
GB-00547,2026-12-09,RIV-1007,ART-101,ART Assessment 8,assessment,91,,
GB-00548,2026-12-09,RIV-1008,ART-101,ART Assessment 8,assessment,81,,
GB-00549,2026-12-09,RIV-1009,ART-101,ART Assessment 8,assessment,89,,
GB-00550,2026-12-09,RIV-1010,ART-101,ART Assessment 8,assessment,87,,
GB-00551,2026-12-09,RIV-1011,ART-101,ART Assessment 8,assessment,74,,
GB-00552,2026-12-09,RIV-1012,ART-101,ART Assessment 8,assessment,83,,
GB-00554,2026-09-16,RIV-1007,ART-101,Studio Effort,participation,91,,
