row_id,date,student_ref,class_ref,assignment,category,percent,iep_goal_key,iep_goal_id
GB-00080,2026-11-18,RIV-1012,ENG-101,ENG Assessment 7,assessment,76,,
GB-00081,2026-12-09,RIV-1001,ENG-101,ENG Assessment 8,assessment,40,g2-comprehension,4b1d6211-e0d5-5f48-abcd-de1671516402
GB-00082,2026-12-09,RIV-1002,ENG-101,ENG Assessment 8,assessment,85,,
GB-00083,2026-12-09,RIV-1003,ENG-101,ENG Assessment 8,assessment,90,g2-narrative,fb10cc84-d961-5efd-af24-a17b0e5589df
GB-00084,2026-12-09,RIV-1004,ENG-101,ENG Assessment 8,assessment,83,,
GB-00085,2026-12-09,RIV-1005,ENG-101,ENG Assessment 8,assessment,70,g2-vocabulary,3fe3e62a-1288-5ee6-b0ef-99a974e2896a
GB-00086,2026-12-09,RIV-1006,ENG-101,ENG Assessment 8,assessment,89,,
GB-00087,2026-12-09,RIV-1007,ENG-101,ENG Assessment 8,assessment,89,g2-writing,7cdd64af-77df-59f6-8c23-1028f3d555e6
GB-00088,2026-12-09,RIV-1008,ENG-101,ENG Assessment 8,assessment,78,,
GB-00089,2026-12-09,RIV-1009,ENG-101,ENG Assessment 8,assessment,81,g1-grammar,16cb0258-aca1-5e37-81d8-d7a9c3914174
GB-00090,2026-12-09,RIV-1010,ENG-101,ENG Assessment 8,assessment,84,g1-fluency,e6f232d7-ffb8-54b7-a41a-bd201a31b7e8
GB-00091,2026-12-09,RIV-1011,ENG-101,ENG Assessment 8,assessment,72,g1-vocabulary,fbd161d4-684e-5a39-9158-246cd705f95b
GB-00092,2026-12-09,RIV-1012,ENG-101,ENG Assessment 8,assessment,83,,
