row_id,date,student_ref,class_ref,assignment,category,percent,iep_goal_key,iep_goal_id
GB-00215,2026-09-16,RIV-1010,BIO-101,BIO Assessment 3,assessment,73,,
GB-00216,2026-09-16,RIV-1011,BIO-101,BIO Assessment 3,assessment,79,,
GB-00217,2026-09-16,RIV-1012,BIO-101,BIO Assessment 3,assessment,82,,
GB-00218,2026-09-30,RIV-1001,BIO-101,BIO Assessment 4,assessment,83,,
GB-00219,2026-09-30,RIV-1002,BIO-101,BIO Assessment 4,assessment,81,,
GB-00220,2026-09-30,RIV-1003,BIO-101,BIO Assessment 4,assessment,94,,
GB-00221,2026-09-30,RIV-1004,BIO-101,BIO Assessment 4,assessment,92,,
GB-00222,2026-09-30,RIV-1005,BIO-101,BIO Assessment 4,assessment,83,,
GB-00223,2026-09-30,RIV-1007,BIO-101,BIO Assessment 4,assessment,89,,
GB-00224,2026-09-30,RIV-1008,BIO-101,BIO Assessment 4,assessment,73,,
GB-00225,2026-09-30,RIV-1009,BIO-101,BIO Assessment 4,assessment,76,,
GB-00226,2026-09-30,RIV-1010,BIO-101,BIO Assessment 4,assessment,83,,
GB-00227,2026-09-30,RIV-1011,BIO-101,BIO Assessment 4,assessment,72,,
GB-00228,2026-09-30,RIV-1012,BIO-101,BIO Assessment 4,assessment,80,,
GB-00229,2026-10-14,RIV-1001,BIO-101,BIO Assessment 5,assessment,78,,
GB-00230,2026-10-14,RIV-1002,BIO-101,BIO Assessment 5,assessment,82,,
GB-00231,2026-10-14,RIV-1003,BIO-101,BIO Assessment 5,assessment,97,,
GB-00232,2026-10-14,RIV-1004,BIO-101,BIO Assessment 5,assessment,83,,
GB-00233,2026-10-14,RIV-1005,BIO-101,BIO Assessment 5,assessment,72,,
GB-00234,2026-10-14,RIV-1006,BIO-101,BIO Assessment 5,assessment,85,,
GB-00235,2026-10-14,RIV-1007,BIO-101,BIO Assessment 5,assessment,81,,
GB-00236,2026-10-14,RIV-1008,BIO-101,BIO Assessment 5,assessment,81,,
GB-00237,2026-10-14,RIV-1009,BIO-101,BIO Assessment 5,assessment,80,,
GB-00238,2026-10-14,RIV-1010,BIO-101,BIO Assessment 5,assessment,77,,
GB-00239,2026-10-14,RIV-1011,BIO-101,BIO Assessment 5,assessment,76,,
GB-00240,2026-10-14,RIV-1012,BIO-101,BIO Assessment 5,assessment,88,,
GB-00241,2026-10-28,RIV-1001,BIO-101,BIO Assessment 6,assessment,87,,
GB-00242,2026-10-28,RIV-1002,BIO-101,BIO Assessment 6,assessment,93,,
GB-00243,2026-10-28,RIV-1003,BIO-101,BIO Assessment 6,assessment,92,,
GB-00244,2026-10-28,RIV-1004,BIO-101,BIO Assessment 6,assessment,91,,
GB-00245,2026-10-28,RIV-1005,BIO-101,BIO Assessment 6,assessment,75,,
GB-00246,2026-10-28,RIV-1006,BIO-101,BIO Assessment 6,assessment,91,,
GB-00247,2026-10-28,RIV-1007,BIO-101,BIO Assessment 6,assessment,81,,
GB-00248,2026-10-28,RIV-1008,BIO-101,BIO Assessment 6,assessment,69,,
GB-00249,2026-10-28,RIV-1009,BIO-101,BIO Assessment 6,assessment,76,,
GB-00250,2026-10-28,RIV-1010,BIO-101,BIO Assessment 6,assessment,76,,
GB-00251,2026-10-28,RIV-1011,BIO-101,BIO Assessment 6,assessment,75,,
GB-00252,2026-10-28,RIV-1012,BIO-101,BIO Assessment 6,assessment,89,,
GB-00253,2026-11-18,RIV-1001,BIO-101,BIO Assessment 7,assessment,76,,
GB-00254,2026-11-18,RIV-1002,BIO-101,BIO Assessment 7,assessment,91,,
GB-00255,2026-11-18,RIV-1003,BIO-101,BIO Assessment 7,assessment,82,,
GB-00256,2026-11-18,RIV-1004,BIO-101,BIO Assessment 7,assessment,91,,
GB-00257,2026-11-18,RIV-1005,BIO-101,BIO Assessment 7,assessment,79,,
GB-00258,2026-11-18,RIV-1006,BIO-101,BIO Assessment 7,assessment,88,,
GB-00259,2026-11-18,RIV-1007,BIO-101,BIO Assessment 7,assessment,89,,
GB-00260,2026-11-18,RIV-1008,BIO-101,BIO Assessment 7,assessment,77,,
GB-00261,2026-11-18,RIV-1009,BIO-101,BIO Assessment 7,assessment,83,,
GB-00262,2026-11-18,RIV-1010,BIO-101,BIO Assessment 7,assessment,73,,
GB-00263,2026-11-18,RIV-1011,BIO-101,BIO Assessment 7,assessment,77,,
GB-00264,2026-11-18,RIV-1012,BIO-101,BIO Assessment 7,assessment,78,,
GB-00265,2026-12-09,RIV-1001,BIO-101,BIO Assessment 8,assessment,87,,
GB-00266,2026-12-09,RIV-1002,BIO-101,BIO Assessment 8,assessment,88,,
GB-00267,2026-12-09,RIV-1003,BIO-101,BIO Assessment 8,assessment,94,,
GB-00268,2026-12-09,RIV-1004,BIO-101,BIO Assessment 8,assessment,80,,
GB-00269,2026-12-09,RIV-1005,BIO-101,BIO Assessment 8,assessment,72,,
GB-00270,2026-12-09,RIV-1006,BIO-101,BIO Assessment 8,assessment,90,,
GB-00271,2026-12-09,RIV-1007,BIO-101,BIO Assessment 8,assessment,92,,
GB-00272,2026-12-09,RIV-1008,BIO-101,BIO Assessment 8,assessment,70,,
GB-00273,2026-12-09,RIV-1009,BIO-101,BIO Assessment 8,assessment,84,,
GB-00274,2026-12-09,RIV-1010,BIO-101,BIO Assessment 8,assessment,81,,
GB-00275,2026-12-09,RIV-1011,BIO-101,BIO Assessment 8,assessment,80,,
GB-00276,2026-12-09,RIV-1012,BIO-101,BIO Assessment 8,assessment,89,,
GB-90001,2026-09-30,RIV-1008,BIO-101,Biology Assessment 3,test
